"","ensemble.id","human.disease"
"714","ENSP00000301761","Paragangliomas 2, 601650 (3)  "
"715","ENSP00000301764","Xeroderma pigmentosum, group E, subtype 2 (1)  "
"716","ENSP00000301781","Lipodystrophy, congenital generalized, type 2, 269700 (3)  "
"717","ENSP00000301781","Neuropathy, distal hereditary motor, type V, 600794 (3)  "
"718","ENSP00000301781","Silver spastic paraplegia syndrome, 270685 (3)  "
"719","ENSP00000301920","Homocystinuria, cblD type, variant 1, 277410 (3)  "
"720","ENSP00000301920","Methylmalonic aciduria and homocystinuria, cblD type, 277410 (3)  "
"721","ENSP00000301920","Methylmalonic aciduria, cblD type, variant 2, 277410 (3)  "
"722","ENSP00000302166","Birk-Barel mental retardation dysmorphism syndrome, 612292 (3)  "
"723","ENSP00000302548","{Leukemia, acute lymphoblastic, susceptibility to} (3)  "
"724","ENSP00000302620","Hyperoxaluria, primary, type 1, 259900 (3)  "
"725","ENSP00000302728","Mucopolysaccharidosis VII, 253220 (3)  "
"726","ENSP00000302874","Bronchiectasis with or without elevated sweat chloride 1, 211400 (3)  "
"727","ENSP00000302874","Liddle syndrome, 177200 (3)  "
"728","ENSP00000302874","Pseudohypoaldosteronism, type I, 264350 (3)  "
"729","ENSP00000303356","Pentosuria, 260800 (1)  "
"730","ENSP00000303476","Citrullinemia, adult-onset type II, 603471 (3)  "
"731","ENSP00000303476","Citrullinemia, type II, neonatal-onset, 605814 (3)  "
"732","ENSP00000303500","Patella aplasia or hypoplasia (2)  "
"733","ENSP00000303500","Phenylketonuria, 261600 (3)  "
"734","ENSP00000303500","Refsum disease, 266500 (3)  "
"735","ENSP00000303500","[Hyperphenylalaninemia, non-PKU mild], 261600 (3)  "
"736","ENSP00000303511","Peroxisomal biogenesis disorder, complementation group 4 (3)  "
"737","ENSP00000303511","Peroxisomal biogenesis disorder, complementation group 6 (3)  "
"738","ENSP00000303552","Glutaricaciduria, type IIC, 231680 (3)  "
"739","ENSP00000303727","Schizophrenia, neurophysiologic defect in (2)  "
"740","ENSP00000304102","Microphthalmia, syndromic 6, 607932 (3)  "
"741","ENSP00000304102","Orofacial cleft 11, 600625 (3)  "
"742","ENSP00000304146","Colorectal cancer (3)  "
"743","ENSP00000304146","Mirror movements, congenital, 157600 (3)  "
"744","ENSP00000304169","Axenfeld-Rieger syndrome, type 1, 180500 (3)  "
"745","ENSP00000304169","Iridogoniodysgenesis, type 2, 137600 (3)  "
"746","ENSP00000304169","Peters anomaly, 604229 (3)  "
"747","ENSP00000304169","Ring dermoid of cornea, 180550 (3)  "
"748","ENSP00000304350","Retinitis pigmentosa-13, 600059 (3)  "
"749","ENSP00000304697","Cleft palate, isolated, 119540 (2)  "
"750","ENSP00000304697","Fibrosis of extraocular muscles, congenital, 3A, 600638 (3)  "
"751","ENSP00000304697","Macrothrombocytopenia, autosomal dominant, TUBB1-related, 613112 (3)  "
"752","ENSP00000304697","Polymicrogyria, asymmetric, 610031 (3)  "
"753","ENSP00000304704","Narcolepsy 1, 161400 (3)  "
"754","ENSP00000305426","Fibrosis of extraocular muscles, congenital, 3A, 600638 (3)  "
"755","ENSP00000305426","Lissencephaly 3, 611603 (3)  "
"756","ENSP00000305426","Macrothrombocytopenia, autosomal dominant, TUBB1-related, 613112 (3)  "
"757","ENSP00000305426","Polymicrogyria with optic nerve hypoplasia, 613180 (3)  "
"758","ENSP00000305426","Polymicrogyria, asymmetric, 610031 (3)  "
"759","ENSP00000305459","Congenital disorder of glycosylation, type IIh, 611182 (3)  "
"760","ENSP00000305503","Striatonigral degeneration, infantile, 271930 (3)  "
"761","ENSP00000305692","Glycogen storage disease II, 232300 (3)  "
"762","ENSP00000305769","Charcot-Marie-Tooth disease, type 2D, 601472 (3)  "
"763","ENSP00000305769","Neuropathy, distal hereditary motor, type V, 600794 (3)  "
"764","ENSP00000306625","Alveolar soft-part sarcoma, 606243 (3)  "
"765","ENSP00000306881","Craniolenticulosutural dysplasia, 607812 (3)  "
"766","ENSP00000306920","GM1-gangliosidosis, type I, 230500 (3)  "
"767","ENSP00000306920","GM1-gangliosidosis, type II, 230600 (3)  "
"768","ENSP00000306920","GM1-gangliosidosis, type III, 230650 (3)  "
"769","ENSP00000306920","Mucopolysaccharidosis type IVB (Morquio), 253010 (3)  "
"770","ENSP00000307235","Wolcott-Rallison syndrome, 226980 (3)  "
"771","ENSP00000307241","Pyruvate dehydrogenase E1-beta deficiency (3)  "
"772","ENSP00000307304","CHARGE syndrome, 214800 (3)  "
"773","ENSP00000307304","Hypogonadotropic hypogonadism, 146110 (3)  "
"774","ENSP00000307304","Kallmann syndrome 5, 612370 (3)  "
"775","ENSP00000307304","{Scoliosis, idiopathic 3}, 608765 (3)  "
"776","ENSP00000307423","Congenital disorder of glycosylation, type IIa, 212066 (3)  "
"777","ENSP00000307674","Desbuquois dysplasia, 251450 (3)  "
"778","ENSP00000307786","Thrombocytopenia 4, 612004 (3)  "
"779","ENSP00000308179","Cranioectodermal dysplasia 2, 613610 (3)  "
"780","ENSP00000308179","Glaucoma 1, open angle, G, 609887 (3)  "
"781","ENSP00000308610","{Diabetes, type 2, susceptibility to}, 125853 (3)  "
"782","ENSP00000308750","46XY gonadal dysgenesis, complete, CBS2-related, 613080 (3)  "
"783","ENSP00000308750","{Atypical mycobacteriosis, familial, X-linked 2} (2)  "
"784","ENSP00000308928","Brooke-Spiegler syndrome, 605041 (3)  "
"785","ENSP00000308928","Cylindromatosis, familial, 132700 (3)  "
"786","ENSP00000308928","Trichoepithelioma, multiple familial, 1, 601606 (3)  "
"787","ENSP00000309595","Mitochondrial DNA depletion syndrome 7 (hepatocerebral type), 271245 (3)  "
"788","ENSP00000309595","Progressive external ophthalmoplegia, autosomal dominant, 3, 609286 (3)  "
"789","ENSP00000309818","Thyrotropin-releasing hormone resistance, generalized (3)  "
"790","ENSP00000310520","XFE progeroid syndrome, 610965 (3)  "
"791","ENSP00000310520","Xeroderma pigmentosum, group F, 278760 (3)  "
"792","ENSP00000310623","Myopathy with lactic acidosis, hereditary, 255125 (3)  "
"793","ENSP00000310785","Combined oxidative phosphorylation deficiency 5, 611719 (3)  "
"794","ENSP00000310873","Coenzyme Q10 deficiency, 607426 (3)  "
"795","ENSP00000311028","Macrocytic anemia, refractory, due to 5q deletion, somatic, 153550 (3)  "
"796","ENSP00000312778","Asphyxiating thoracic dystrophy 2, 611263 (3)  "
"797","ENSP00000313021","[Blood group, John-Milton-Hagen] (3)  "
"798","ENSP00000313169","COACH syndrome, 216360 (3)  "
"799","ENSP00000313169","Joubert syndrome 4, 609583 (3)  "
"800","ENSP00000313169","Joubert syndrome 6, 610688 (3)  "
"801","ENSP00000313169","Meckel syndrome, type 3, 607361 (3)  "
"802","ENSP00000313169","Nephronophthisis 1, juvenile, 256100 (3)  "
"803","ENSP00000313169","Nephronophthisis 11, 613550 (3)  "
"804","ENSP00000313169","Senior-Loken syndrome-1, 266900 (3)  "
"805","ENSP00000313169","{Bardet-Biedl syndrome 14, modifier of}, 209900 (3)  "
"806","ENSP00000313272","Microphthalmia, syndromic 2, 300166 (3)  "
"807","ENSP00000313318","Congenital disorder of glycosylation, type IIc, 266265 (3)  "
"808","ENSP00000313504","Phosphorylase kinase deficiency of liver and muscle, autosomal recessive, 261750 (3)  "
"809","ENSP00000313601","Mental retardation, autosomal recessive 3, 608443 (3)  "
"810","ENSP00000313877","Combined oxidative phosphorylation deficiency 3, 610505 (3)  "
"811","ENSP00000314444","Cranioectodermal dysplasia 2, 613610 (3)  "
"812","ENSP00000314649","Succinic semialdehyde dehydrogenase deficiency, 271980 (3)  "
"813","ENSP00000315013","Carnitine acetyltransferase deficiency (1) (?)  "
"814","ENSP00000315351","D-2-hydroxyglutaric aciduria, 600721 (3)  "
"815","ENSP00000315379","Retinitis pigmentosa-11, 600138 (3)  "
"816","ENSP00000315417","Frontonasal dysplasia 3, 613456 (3)  "
"817","ENSP00000315774","Leigh syndrome, 256000 (3)  "
"818","ENSP00000315775","Congenital disorder of glycosylation, type IIj, 613489 (3)  "
"819","ENSP00000316605","Achromatopsia-3, 262300 (3)  "
"820","ENSP00000316605","Macular degeneration, juvenile, 248200 (3)  "
"821","ENSP00000317123","Retinitis pigmentosa 33, 610359 (3)  "
"822","ENSP00000317469","Bardet-Biedl syndrome 1, 209900 (3)  "
"823","ENSP00000317469","Bardet-Biedl syndrome 10, 209900 (3)  "
"824","ENSP00000317469","Bardet-Biedl syndrome 11, 209900 (3)  "
"825","ENSP00000317469","Bardet-Biedl syndrome 12, 209900 (3)  "
"826","ENSP00000317469","Bardet-Biedl syndrome 13, 209900 (3)  "
"827","ENSP00000317469","Bardet-Biedl syndrome 14, 209900 (3)  "
"828","ENSP00000317469","Bardet-Biedl syndrome 15, 209900 (3)  "
"829","ENSP00000317469","Joubert syndrome 5, 610188 (3)  "
"830","ENSP00000317469","Leber congenital amaurosis 10, 611755 (3)  "
"831","ENSP00000317469","Meckel syndrome type 4, 611134 (3)  "
"832","ENSP00000317469","Meckel syndrome, type 1, 249000 (3)  "
"833","ENSP00000317469","Muscular dystrophy, limb-girdle, type 2H, 254110 (3)  "
"834","ENSP00000317469","Senior-Loken syndrome 6, 610189 (3)  "
"835","ENSP00000317904","Glycogen storage disease 0, muscle, 611556 (3)  "
"836","ENSP00000318318","Action myoclonus-renal failure syndrome, 254900 (3)  "
"837","ENSP00000318318","Congenital disorder of glycosylation, type Ib, 602579 (3)  "
"838","ENSP00000318351","Maple syrup urine disease, type Ib, 248600 (3)  "
"839","ENSP00000318727","Baller-Gerold syndrome, 218600 (3)  "
"840","ENSP00000318727","Bloom syndrome, 210900 (3)  "
"841","ENSP00000318727","RAPADILINO syndrome, 266280 (3)  "
"842","ENSP00000318727","Rothmund-Thomson syndrome, 268400 (3)  "
"843","ENSP00000318727","Werner syndrome, 277700 (3)  "
"844","ENSP00000319279","MALT lymphoma (3)  "
"845","ENSP00000319531","Glycine encephalopathy, 605899 (3)  "
"846","ENSP00000319574","Microcephaly, Amish type, 607196 (3)  "
"847","ENSP00000319814","Hypoglycemia due to PCK1 deficiency (1) (?)  "
"848","ENSP00000320025","Brugada syndrome 4, 611876 (3)  "
"849","ENSP00000320252","Retinitis pigmentosa 33, 610359 (3)  "
"850","ENSP00000320658","Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561 (3)  "
"851","ENSP00000320709","Adiponectin deficiency, 612556 (3)  "
"852","ENSP00000320885","Spastic paraplegia-4, 182601 (3)  "
"853","ENSP00000321259","Transaldolase deficiency, 606003 (3)  "
"854","ENSP00000322020","Epileptic encephalopathy, early infantile, 3, 609304 (3)  "
"855","ENSP00000322304","Focal dermal hypoplasia, 305600 (3)  "
"856","ENSP00000322439","Combined oxidative phosphorylation deficiency 4, 610678 (3)  "
"857","ENSP00000322450","Alexander disease, 203450 (3)  "
"858","ENSP00000322450","Leigh syndrome, 256000 (3)  "
"859","ENSP00000322450","Mitochondrial complex I deficiency, 252010 (3)  "
"860","ENSP00000322727","FG syndrome 4, 300422 (3)  "
"861","ENSP00000322727","Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749 (3)  "
"862","ENSP00000323511","Epileptic encephalopathy, early infantile, 10, 613402 (3)  "
"863","ENSP00000323696","Osteogenesis imperfecta, type IIB, 610854 (3)  "
"864","ENSP00000323696","Osteogenesis imperfecta, type VII, 610682 (3)  "
"865","ENSP00000324122","Retinitis pigmentosa-11, 600138 (3)  "
"866","ENSP00000324343","Beta-ureidopropionase deficiency, 613161 (3)  "
"867","ENSP00000324856","Melanoma, malignant sporadic (3)  "
"868","ENSP00000324856","Pancreatic cancer, sporadic (3)  "
"869","ENSP00000324856","Peutz-Jeghers syndrome, 175200 (3)  "
"870","ENSP00000324856","Testicular tumor, sporadic, 273300 (3)  "
"871","ENSP00000325136","Trifunctional protein deficiency, 609015 (3)  "
"872","ENSP00000325448","Charcot-Marie-Tooth disease, recessive intermediate, B, 613641 (3)  "
"873","ENSP00000325527","Aortic aneurysm, ascending, and dissection (3)  "
"874","ENSP00000325527","Ectopia lentis, familial, 129600 (3)  "
"875","ENSP00000325527","MASS syndrome, 604308 (3)  "
"876","ENSP00000325527","Marfan syndrome, 154700 (3)  "
"877","ENSP00000325527","Shprintzen-Goldberg syndrome, 182212 (3)  "
"878","ENSP00000325527","Stiff skin syndrome, 184900 (3)  "
"879","ENSP00000325527","Weill-Marchesani syndrome, dominant, 608328 (3)  "
"880","ENSP00000325863","Ataxia-telangiectasia-like disorder, 604391 (3)  "
"881","ENSP00000326281","Muscular dystrophy, limb-girdle, type 2A, 253600 (3)  "
"882","ENSP00000326305","Carnitine-acylcarnitine translocase deficiency, 212138 (3)  "
"883","ENSP00000326366","Acne inversa, familial, 3, 613737 (3)  "
"884","ENSP00000326366","Alzheimer disease, type 3, 607822 (3)  "
"885","ENSP00000326366","Alzheimer disease, type 3, with spastic paraparesis and apraxia, 607822 (3)  "
"886","ENSP00000326366","Alzheimer disease, type 3, with spastic paraparesis and unusual plaques, 607822 (3)  "
"887","ENSP00000326366","Cardiomyopathy, dilated, 1U, 613694 (3)  "
"888","ENSP00000326366","Dementia, frontotemporal, 600274 (3)  "
"889","ENSP00000326366","Pick disease, 172700 (3)  "
"890","ENSP00000326491","Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract, 612674 (3)  "
"891","ENSP00000326579","Microphthalmia, syndromic 7, 309801 (3)  "
"892","ENSP00000326948","Mental retardation, X-linked-9, 309549 (3)  "
"893","ENSP00000326981","Sorsby fundus dystrophy, 136900 (3)  "
"894","ENSP00000327054","Lipodystrophy, partial, acquired, 608709 (3)  "
"895","ENSP00000327481","Recombination rate QTL 1, 612042 (3)  "
"896","ENSP00000327650","Arthrogryposis, renal dysfunction, and cholestasis 1, 208085 (3)  "
"897","ENSP00000328570","Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950 (3)  "
"898","ENSP00000329715","Charcot-Marie-Tooth disease, type 4D, 601455 (3)  "
"899","ENSP00000329968","Cirrhosis due to liver phosphorylase kinase deficiency (3)  "
"900","ENSP00000329968","Glycogen storage disease IXc, 613027 (3)  "
"901","ENSP00000330382","Dermatofibrosarcoma protuberans (3)  "
"902","ENSP00000330382","Giant-cell fibroblastoma (3)  "
"903","ENSP00000330382","Meningioma, SIS-related (3)  "
"904","ENSP00000330737","Leigh syndrome, 256000 (3)  "
"905","ENSP00000330737","Mitochondrial complex I deficiency, 252010 (3)  "
"906","ENSP00000330918","Cholestasis, benign recurrent intrahepatic, 2, 605479 (3)  "
"907","ENSP00000330918","Cholestasis, progressive familial intrahepatic 2, 601847 (3)  "
"908","ENSP00000331201","Mucopolysaccharidosis type IIIC (Sanfilippo C), 252930 (3)  "
"909","ENSP00000331514","Deafness, autosomal dominant 20/26, 604717 (3)  "
"910","ENSP00000331897","D-2-hydrosyglutaric aciduria 2, 613657 (3)  "
"911","ENSP00000331902","Alport syndrome, 301050 (3)  "
"912","ENSP00000332198","Dyskeratosis congenita, autosomal recessive, 224230 (3)  "
"913","ENSP00000332353","Basal cell carcinoma, somatic, 605462 (3)  "
"914","ENSP00000332353","Basal cell nevus syndrome, 109400 (3)  "
"915","ENSP00000332353","Holoprosencephaly-7, 610828 (3)  "
"916","ENSP00000332706","[Polyunsaturated fatty acids plasma level QTL1] (2)  "
"917","ENSP00000333142","Infantile neuroaxonal dystrophy 1, 256600 (3)  "
"918","ENSP00000333142","Karak syndrome, 610217 (3)  "
"919","ENSP00000333142","Neurodegeneration with brain iron accumulation 2B, 610217 (3)  "
"920","ENSP00000333142","Parkinson disease 14, 612953 (3)  "
"921","ENSP00000333769","[Blood group, OK], 111380 (3)  "
"922","ENSP00000333813","Congenital disorder of glycosylation, type Ig, 607143 (3)  "
"923","ENSP00000334223","Hyperglycinuria, 138500 (3)  "
"924","ENSP00000334223","Iminoglycinuria, digenic, 242600 (3)  "
"925","ENSP00000334592","Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3)  "
"926","ENSP00000334612","Blepharophimosis, epicanthus inversus, and ptosis, type 1, 110100 (3)  "
"927","ENSP00000334612","Blepharophimosis, epicanthus inversus, and ptosis, type 2, 110100 (3)  "
"928","ENSP00000334612","Premature ovarian failure 3, 608996 (3)  "
"929","ENSP00000334650","{Migraine, with or without aura, susceptibility to, 13}, 613656 (3)  "
"930","ENSP00000334726","Hyperprolinemia, type I, 239500 (3)  "
"931","ENSP00000334726","{Schizophrenia, susceptibility to, 4}, 600850 (3)  "
"932","ENSP00000335333","Lethal congenital contractural syndrome 3, 611369 (3)  "
"933","ENSP00000335400","Joubert syndrome 8, 612291 (3)  "
"934","ENSP00000336747","{Prostate cancer, progression of}, 176807 (1)  "
"935","ENSP00000337445","{Prostate cancer, susceptibility to}, 176807 (3)  "
"936","ENSP00000337623","Aicardi-Goutieres syndrome 2, 610181 (3)  "
"937","ENSP00000337653","Bardet-Biedl syndrome 8, 209900 (3)  "
"938","ENSP00000337653","Retinitis pigmentosa 51, 613464 (3)  "
"939","ENSP00000337736","{Cardiac conduction defect, susceptibility to}, 115080 (3)  "
"940","ENSP00000337761","Griscelli syndrome, type 2, 607624 (3)  "
"941","ENSP00000337838","{Schizophrenia, susceptibility to}, 181500 (3)  "
"942","ENSP00000338087","Ghosal syndrome, 231095 (3)  "
"943","ENSP00000338087","Thromboxane synthase deficiency (2)  "
"944","ENSP00000338207","Leukemia, T-cell acute lymphoblastic (2)  "
"945","ENSP00000338461","Methemoglobinemia, type I, 250800 (3)  "
"946","ENSP00000338461","Methemoglobinemia, type II, 250800 (3)  "
"947","ENSP00000339095","Diamond-Blackfan anemia 8, 612563 (3)  "
"948","ENSP00000339191","Lipodystrophy, congenital generalized, type 3, 612526 (3)  "
"949","ENSP00000339299","Deafness, autosomal recessive 28, 609823 (3)  "
"950","ENSP00000339435","Deafness, autosomal recessive 35, 608565 (3)  "
"951","ENSP00000339659","Thyroid carcinoma, papillary, 188550 (3)  "
"952","ENSP00000339672","Metaphyseal anadysplasia 1, 602111 (3)  "
"953","ENSP00000339672","Spondyloepimetaphyseal dysplasia, Missouri type, 602111 (3)  "
"954","ENSP00000339787","Mental retardation, X-linked nonspecific, 63, 300387 (3)  "
"955","ENSP00000340019","Leukodystrophy, hypomyelinating, 4, 612233 (3)  "
"956","ENSP00000340019","Spastic paraplegia-13, 605280 (3)  "
"957","ENSP00000340363","Bardet-Biedl syndrome 14, 209900 (3)  "
"958","ENSP00000340363","Joubert syndrome 5, 610188 (3)  "
"959","ENSP00000340363","Leber congenital amaurosis 10, 611755 (3)  "
"960","ENSP00000340363","Meckel syndrome type 4, 611134 (3)  "
"961","ENSP00000340363","Senior-Loken syndrome 6, 610189 (3)  "
"962","ENSP00000340363","Spinocerebellar ataxia-10, 603516 (3)  "
"963","ENSP00000340409","Niemann-Pick disease, type A, 257200 (3)  "
"964","ENSP00000340409","Niemann-Pick disease, type B, 607616 (3)  "
"965","ENSP00000340635","Nemaline myopathy 7, 610687 (3)  "
"966","ENSP00000340636","Hypogonadotropic hypogonadism, 146110 (3)  "
"967","ENSP00000340636","Jackson-Weiss syndrome, 123150 (3)  "
"968","ENSP00000340636","Kallmann syndrome 2, 147950 (3)  "
"969","ENSP00000340636","Myeloproliferative disorder (2)  "
"970","ENSP00000340636","Osteoglophonic dysplasia, 166250 (3)  "
"971","ENSP00000340636","Pfeiffer syndrome, 101600 (3)  "
"972","ENSP00000340636","Trigonocephaly, 190440 (3)  "
"973","ENSP00000340736","Glycogen storage disease XV, 613507 (3)  "
"974","ENSP00000340883","Rhabdoid predisposition syndrome 1, 609322 (3)  "
"975","ENSP00000340883","Rhabdoid tumors (3)  "
"976","ENSP00000341551","Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3)  "
"977","ENSP00000341551","Pancreatic cancer (3)  "
"978","ENSP00000341551","Polyposis, juvenile intestinal, 174900 (3)  "
"979","ENSP00000341625","Methemoglobinemia, type IV, 250790 (3)  "
"980","ENSP00000341815","Hypotrichosis-lymphedema-telangiectasia syndrome, 607823 (3)  "
"981","ENSP00000341838","Cardiomyopathy, dilated, 1FF, 613286 (3)  "
"982","ENSP00000341838","Cardiomyopathy, dilated, 2A, 611880 (3)  "
"983","ENSP00000341838","Cardiomyopathy, familial hypertrophic, 7, 613690 (3)  "
"984","ENSP00000341838","Cardiomyopathy, familial restrictive, 115210 (3)  "
"985","ENSP00000341885","Combined oxidative phosphorylation deficiency 5, 611719 (3)  "
"986","ENSP00000341885","Diamond-Blackfan anemia 10, 613309 (3)  "
"987","ENSP00000341885","Diamond-blackfan anemia, 610629 (3)  "
"988","ENSP00000341885","Short rib-polydactyly syndorme, type II, 253520 (3)  "
"989","ENSP00000341885","Trichorhinophalangeal syndrome, type II (4)  "
"990","ENSP00000342056","Acne inversa, familial, 1, 142690 (3)  "
"991","ENSP00000342056","Aland Island eye disease, 300600 (3)  "
"992","ENSP00000342056","Arthrogryposis, lethal, with anterior horn cell disease, 611890 (3)  "
"993","ENSP00000342056","Atrial septal defect with atrioventricular conduction defects, 108900 (3)  "
"994","ENSP00000342056","Atrioventricular block, second-degree (3)  "
"995","ENSP00000342056","Bardet-Biedl syndrome 6, 209900 (3)  "
"996","ENSP00000342056","Basal cell carcinoma, somatic, 605462 (3)  "
"997","ENSP00000342056","Basal cell nevus syndrome, 109400 (3)  "
"998","ENSP00000342056","Bjornstad syndrome, 262000 (3)  "
"999","ENSP00000342056","Brittle cornea syndrome, 229200 (3)  "
"1000","ENSP00000342056","Candidiasis, familial chronic mucocutaneous, autosomal dominant, 613108 (3)  "
"1001","ENSP00000342056","Cardiomyopathy, dilated, 1M, 607482 (3)  "
"1002","ENSP00000342056","Cardiomyopathy, familial hypertrophic, 12, 612124 (3)  "
"1003","ENSP00000342056","Cataract, central saccular, with sutural opacities (2)  "
"1004","ENSP00000342056","Cerebral amyloid angiopathy, 105150 (3)  "
"1005","ENSP00000342056","Cerebrooculofacioskeletal syndrome 1, 214150 (3)  "
"1006","ENSP00000342056","Cholestasis-lymphedema syndrome (2)  "
"1007","ENSP00000342056","Chondrosarcoma, extraskeletal myxoid, 612237 (3)  "
"1008","ENSP00000342056","Choreoathetosis/spasticity, episodic (2)  "
"1009","ENSP00000342056","Ciliary dyskinesia, primary, 1, with our without situs inversus, 244400 (3)  "
"1010","ENSP00000342056","Cockayne syndrome, type A, 216400 (3)  "
"1011","ENSP00000342056","Cockayne syndrome, type B, 133540 (3)  "
"1012","ENSP00000342056","Colorectal cancer, hereditary nonpolyposis, type I, 613244 (3)  "
"1013","ENSP00000342056","Cone-rod dystrophy, X-linked, 3, 300476 (3)  "
"1014","ENSP00000342056","Congenital disorder of glycosylation, type IIb, 606056 (3)  "
"1015","ENSP00000342056","Congenital disorder of glycosylation, type IIf, 603585 (3)  "
"1016","ENSP00000342056","Corneal dystrophy, Avellino type, 607541 (3)  "
"1017","ENSP00000342056","Corneal dystrophy, Groenouw type I, 121900 (3)  "
"1018","ENSP00000342056","Corneal dystrophy, Reis-Bucklers type, 608470 (3)  "
"1019","ENSP00000342056","Corneal dystrophy, Thiel-Behnke type, 602082 (3)  "
"1020","ENSP00000342056","Corneal dystrophy, congenital stromal, 610048 (3)  "
"1021","ENSP00000342056","Corneal dystrophy, epithelial basement membrane, 121820 (3)  "
"1022","ENSP00000342056","Corneal dystrophy, gelatinous drop-like, 204870 (3)  "
"1023","ENSP00000342056","Corneal dystrophy, lattice type I, 122200 (3)  "
"1024","ENSP00000342056","Corneal dystrophy, lattice type IIIA, 608471 (3)  "
"1025","ENSP00000342056","Cornelia de Lange syndrome 3, 610759 (3)  "
"1026","ENSP00000342056","Craniosynostosis, type 1, 123100 (3)  "
"1027","ENSP00000342056","Cystinuria, 220100 (3)  "
"1028","ENSP00000342056","De Sanctis-Cacchione syndrome, 278800 (3)  "
"1029","ENSP00000342056","Diarrhea 5, with tufting enteropathy, congenital, 613217 (3)  "
"1030","ENSP00000342056","Dyskeratosis congenita, 127550 (3)  "
"1031","ENSP00000342056","Ehlers-Danlos syndrome, musculocontractural type , 601776 (3)  "
"1032","ENSP00000342056","Enhanced S-cone syndrome, 268100 (3)  "
"1033","ENSP00000342056","Epidermolysis bullosa, generalized atrophic benign, 226650 (3)  "
"1034","ENSP00000342056","Epidermolysis bullosa, junctional, Herlitz type, 226700 (3)  "
"1035","ENSP00000342056","Epilepsy, progressive myoclonic 1, 254800 (3)  "
"1036","ENSP00000342056","Epileptic encephalopathy, early infantile, 10, 613402 (3)  "
"1037","ENSP00000342056","GRACILE syndrome, 603358 (3)  "
"1038","ENSP00000342056","Glycine encephalopathy, 605899 (3)  "
"1039","ENSP00000342056","Glycine encephalopathy, 605899 (3)  "
"1040","ENSP00000342056","HMG-CoA synthase-2 deficiency, 605911 (3)  "
"1041","ENSP00000342056","Holocarboxylase synthetase deficiency, 253270 (3)  "
"1042","ENSP00000342056","Holoprosencephaly-7, 610828 (3)  "
"1043","ENSP00000342056","Hypercholesterolemia, familial, 3, 603776 (3)  "
"1044","ENSP00000342056","Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3)  "
"1045","ENSP00000342056","Hypothyroidism, congenital nongoitrous, 5, 225250 (3)  "
"1046","ENSP00000342056","Kenny-Caffey syndrome-1, 244460 (3)  "
"1047","ENSP00000342056","Laryngoonychocutaneous syndrome, 245660 (3)  "
"1048","ENSP00000342056","Leigh syndrome, 256000 (3)  "
"1049","ENSP00000342056","Lethal congenital contractural syndrome 2, 607598 (3)  "
"1050","ENSP00000342056","Lethal congenital contractural syndrome 3, 611369 (3)  "
"1051","ENSP00000342056","Lethal congenital contracture syndrome 1, 253310 (3)  "
"1052","ENSP00000342056","Leukodystrophy, dysmyelinating, and spastic paraparesis with or without dystonia, 612443 (3)  "
"1053","ENSP00000342056","Macrocephaly, alopecia, cutis laxa, and scoliosis, 613075 (3)  "
"1054","ENSP00000342056","Macrostomia (2)  "
"1055","ENSP00000342056","Macular degeneration, age-related, 11, 611953 (3)  "
"1056","ENSP00000342056","McKusick-Kaufman syndrome, 236700 (3)  "
"1057","ENSP00000342056","Mental retardation, X-linked nonspecific, 63, 300387 (3)  "
"1058","ENSP00000342056","Mental retardation, X-linked, syndromic-4, with congenital contractures and low fingertip arches (2)  "
"1059","ENSP00000342056","Mental retardation, joint hypermobility and skin laxity, with or without metabolic abnormalities, 612652 (3)  "
"1060","ENSP00000342056","Microphthalmia, syndromic 7, 309801 (3)  "
"1061","ENSP00000342056","Mitochondrial complex III deficiency, 124000 (3)  "
"1062","ENSP00000342056","Molybdenum cofactor deficiency, type A, 252150 (3)  "
"1063","ENSP00000342056","Molybdenum cofactor deficiency, type B, 252150 (3)  "
"1064","ENSP00000342056","Myelodysplastic syndrome (3)  "
"1065","ENSP00000342056","Myelogenous leukemia, acute (3)  "
"1066","ENSP00000342056","Myeloid malignancy, predisposition to (3)  "
"1067","ENSP00000342056","Neutrophilia, hereditary, 162830 (3)  "
"1068","ENSP00000342056","Night blindness, congenital stationary, X-linked, type 2A, 300071 (3)  "
"1069","ENSP00000342056","Night blindness, congenital stationary, autosomal dominant 2, 163500 (3)  "
"1070","ENSP00000342056","Night blindness, congenital stationary, autosomal dominant 3, 610444 (3)  "
"1071","ENSP00000342056","Night blindness, congenital stationary, type 1, 310500 (3)  "
"1072","ENSP00000342056","Night blindness, congenital stationary, type 1B, 257270 (3)  "
"1073","ENSP00000342056","Night blindness, congenital stationary, type 2B, 610427 (3)  "
"1074","ENSP00000342056","Night blindness, congenital stationary, type IC, 613216 (3)  "
"1075","ENSP00000342056","Night blindness, congenital stationery, autosomal dominant 1, 610445 (3)  "
"1076","ENSP00000342056","Obesity with impaired prohormone processing, 600955 (3)  "
